month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,_source_file,_row_id,remaining_lease_years,remaining_lease_months,remaining_lease_display,price_per_sqm,is_price_anomaly,price_anomaly_reason,resale_identifier
2014-07,QUEENSTOWN,3 ROOM,99,C'WEALTH CRES,07 TO 09,55,Standard,1970,302000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44642,42,4,42 years 04 months,5490.909090909091,False,,S0993807Q
2014-07,QUEENSTOWN,3 ROOM,100,C'WEALTH CRES,07 TO 09,68,Standard,1970,320000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44644,42,4,42 years 04 months,4705.882352941177,False,,S1003807Q
2014-07,QUEENSTOWN,3 ROOM,165,STIRLING RD,10 TO 12,60,Improved,1970,326000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44645,42,4,42 years 04 months,5433.333333333333,False,,S1653807Q
2014-07,QUEENSTOWN,3 ROOM,167,STIRLING RD,10 TO 12,60,Improved,1971,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44647,43,4,43 years 04 months,5666.666666666667,False,,S1673807Q
2014-07,QUEENSTOWN,3 ROOM,101,C'WEALTH CRES,07 TO 09,64,Standard,1970,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44648,42,4,42 years 04 months,5468.75,False,,S1013807Q
2014-07,QUEENSTOWN,3 ROOM,154,MEI LING ST,01 TO 03,67,Improved,1970,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44649,42,4,42 years 04 months,5223.880597014925,False,,S1543807Q
2014-07,QUEENSTOWN,3 ROOM,168,STIRLING RD,01 TO 03,60,Improved,1971,355000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44650,43,4,43 years 04 months,5916.666666666667,False,,S1683807Q
2014-07,QUEENSTOWN,3 ROOM,163,STIRLING RD,04 TO 06,66,Improved,1970,359000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44651,42,4,42 years 04 months,5439.393939393939,False,,S1633807Q
2014-07,QUEENSTOWN,3 ROOM,96,C'WEALTH CRES,07 TO 09,68,Standard,1970,368000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44652,42,4,42 years 04 months,5411.764705882353,False,,S0963807Q
2014-07,QUEENSTOWN,3 ROOM,1,DOVER RD,04 TO 06,65,Improved,1975,368000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44653,47,4,47 years 04 months,5661.538461538462,False,,S0013807Q
2014-07,QUEENSTOWN,3 ROOM,152,MEI LING ST,10 TO 12,67,Improved,1970,368000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44654,42,4,42 years 04 months,5492.537313432836,False,,S1523807Q
2014-07,QUEENSTOWN,3 ROOM,169,STIRLING RD,13 TO 15,60,Improved,1970,383000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44655,42,4,42 years 04 months,6383.333333333333,False,,S1693807Q
2014-07,QUEENSTOWN,3 ROOM,19,GHIM MOH RD,04 TO 06,65,Improved,1977,390000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44656,49,4,49 years 04 months,6000.0,False,,S0193807Q
2014-07,QUEENSTOWN,3 ROOM,5,GHIM MOH RD,04 TO 06,65,Improved,1976,390000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44657,48,4,48 years 04 months,6000.0,False,,S0053807Q
2014-07,QUEENSTOWN,3 ROOM,160,MEI LING ST,10 TO 12,72,Improved,1970,395000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44659,42,4,42 years 04 months,5486.111111111111,False,,S1603807Q
2014-07,QUEENSTOWN,3 ROOM,21,GHIM MOH RD,04 TO 06,65,Improved,1977,401000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44661,49,4,49 years 04 months,6169.2307692307695,False,,S0213807Q
2014-07,QUEENSTOWN,3 ROOM,8,HOLLAND AVE,13 TO 15,59,Improved,1974,410000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44662,46,4,46 years 04 months,6949.152542372882,False,,S0083807Q
2014-07,QUEENSTOWN,3 ROOM,13,HOLLAND DR,04 TO 06,65,Improved,1975,410000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44663,47,4,47 years 04 months,6307.692307692308,False,,S0133807Q
2014-07,QUEENSTOWN,3 ROOM,2,HOLLAND AVE,04 TO 06,65,Improved,1974,420000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44664,46,4,46 years 04 months,6461.538461538462,False,,S0023807Q
2014-07,QUEENSTOWN,3 ROOM,20,DOVER CRES,10 TO 12,65,Improved,1978,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44665,50,4,50 years 04 months,6615.384615384615,False,,S0203807Q
2014-07,QUEENSTOWN,3 ROOM,28C,DOVER CRES,10 TO 12,70,Model A,2012,450000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44666,84,4,84 years 04 months,6428.571428571428,False,,S0283807Q
2014-07,QUEENSTOWN,3 ROOM,4,HOLLAND CL,16 TO 18,65,Improved,1974,450000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44667,46,4,46 years 04 months,6923.076923076923,False,,S0043807Q
2014-07,QUEENSTOWN,3 ROOM,12,HOLLAND AVE,07 TO 09,65,Improved,1975,460888,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44669,47,4,47 years 04 months,7090.584615384615,False,,S0123807Q
2014-07,QUEENSTOWN,3 ROOM,161,MEI LING ST,07 TO 09,72,Improved,1970,468000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44670,42,4,42 years 04 months,6500.0,False,,S1613807Q
2014-07,QUEENSTOWN,3 ROOM,90,TANGLIN HALT RD,10 TO 12,60,Model A,2008,500000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44671,80,4,80 years 04 months,8333.333333333334,False,,S0903807Q
2014-07,QUEENSTOWN,4 ROOM,20,QUEEN'S CL,04 TO 06,107,Model A,1996,615000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44672,68,4,68 years 04 months,5747.663551401869,False,,S0206807Q
2014-07,QUEENSTOWN,4 ROOM,48,STRATHMORE AVE,01 TO 03,90,Model A,2006,623000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44673,78,4,78 years 04 months,6922.222222222223,False,,S0486807Q
2014-07,QUEENSTOWN,4 ROOM,28C,DOVER CRES,07 TO 09,95,Model A,2012,635000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44674,84,4,84 years 04 months,6684.210526315789,False,,S0286807Q
2014-07,QUEENSTOWN,4 ROOM,49,STRATHMORE AVE,10 TO 12,90,Model A,2006,646000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44675,78,4,78 years 04 months,7177.777777777777,False,,S0496807Q
2014-07,QUEENSTOWN,4 ROOM,50,STRATHMORE AVE,25 TO 27,85,Model A,2006,725000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44677,78,4,78 years 04 months,8529.411764705883,False,,S0506807Q
2014-07,QUEENSTOWN,4 ROOM,91,TANGLIN HALT RD,37 TO 39,85,Model A,2008,741000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44678,80,4,80 years 04 months,8717.64705882353,False,,S0916807Q
2014-07,QUEENSTOWN,4 ROOM,18A,HOLLAND DR,37 TO 39,92,Model A,2012,770000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44679,84,4,84 years 04 months,8369.565217391304,False,,S0186807Q
2014-07,QUEENSTOWN,5 ROOM,13,DOVER CL EAST,10 TO 12,119,Standard,1978,830000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44680,50,4,50 years 04 months,6974.789915966387,False,,S0138607Q
2014-07,QUEENSTOWN,5 ROOM,21,HOLLAND DR,22 TO 24,117,Standard,1975,850000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44681,47,4,47 years 04 months,7264.957264957265,False,,S0218607Q
2014-07,QUEENSTOWN,5 ROOM,131,CLARENCE LANE,01 TO 03,122,Improved,1996,860000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44682,68,4,68 years 04 months,7049.180327868852,False,,S1318607Q
2014-07,QUEENSTOWN,5 ROOM,18C,HOLLAND DR,37 TO 39,117,Improved,2012,925000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44683,84,4,84 years 04 months,7905.982905982906,False,,S0188607Q
2014-07,SEMBAWANG,4 ROOM,485,ADMIRALTY LINK,07 TO 09,85,Model A2,2003,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44684,75,4,75 years 04 months,4235.294117647059,False,,S4853907S
2014-07,SEMBAWANG,4 ROOM,478,SEMBAWANG DR,10 TO 12,90,Model A,2000,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44685,72,4,72 years 04 months,4000.0,False,,S4783907S
2014-07,SEMBAWANG,4 ROOM,482,ADMIRALTY LINK,07 TO 09,87,Model A2,2004,368000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44686,76,4,76 years 04 months,4229.885057471264,False,,S4823907S
2014-07,SEMBAWANG,4 ROOM,319,SEMBAWANG CL,07 TO 09,101,Model A,1999,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44687,71,4,71 years 04 months,3811.8811881188117,False,,S3193907S
2014-07,SEMBAWANG,4 ROOM,330,SEMBAWANG CL,07 TO 09,100,Model A,1999,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44688,71,4,71 years 04 months,3850.0,False,,S3303907S
2014-07,SEMBAWANG,4 ROOM,406,SEMBAWANG DR,10 TO 12,90,Model A2,2001,388000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44689,73,4,73 years 04 months,4311.111111111111,False,,S4063907S
2014-07,SEMBAWANG,4 ROOM,489,ADMIRALTY LINK,07 TO 09,94,Model A,2010,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44691,82,4,82 years 04 months,4255.31914893617,False,,S4893907S
2014-07,SEMBAWANG,4 ROOM,306,CANBERRA RD,01 TO 03,100,Model A,1998,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44692,70,4,70 years 04 months,4000.0,False,,S3063907S
2014-07,SEMBAWANG,4 ROOM,338,SEMBAWANG CRES,13 TO 15,101,Model A,1999,405000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44693,71,4,71 years 04 months,4009.90099009901,False,,S3383907S
2014-07,SEMBAWANG,4 ROOM,490,ADMIRALTY LINK,07 TO 09,94,Model A,2010,410000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44694,82,4,82 years 04 months,4361.702127659574,False,,S4903907S
2014-07,SEMBAWANG,4 ROOM,488,ADMIRALTY LINK,07 TO 09,96,Model A,2010,412800,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44695,82,4,82 years 04 months,4300.0,False,,S4883907S
2014-07,SEMBAWANG,4 ROOM,354A,ADMIRALTY DR,04 TO 06,93,Model A,2002,415000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44696,74,4,74 years 04 months,4462.365591397849,False,,S3543907S
2014-07,SEMBAWANG,4 ROOM,333,SEMBAWANG CL,04 TO 06,101,Model A,1999,416000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44697,71,4,71 years 04 months,4118.811881188119,False,,S3333907S
2014-07,SEMBAWANG,4 ROOM,336,SEMBAWANG CRES,16 TO 18,101,Model A,1999,420000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44698,71,4,71 years 04 months,4158.415841584158,False,,S3363907S
2014-07,SEMBAWANG,5 ROOM,475,SEMBAWANG DR,01 TO 03,110,Improved,2000,435000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44699,72,4,72 years 04 months,3954.5454545454545,False,,S4754507S
2014-07,SEMBAWANG,5 ROOM,589C,MONTREAL DR,04 TO 06,110,Improved,2002,445000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44700,74,4,74 years 04 months,4045.4545454545455,False,,S5894507S
2014-07,SEMBAWANG,4 ROOM,351B,CANBERRA RD,07 TO 09,93,Model A,2001,455000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44702,73,4,73 years 04 months,4892.4731182795695,False,,S3513907S
2014-07,SEMBAWANG,5 ROOM,300,CANBERRA RD,07 TO 09,120,Improved,1998,477000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44703,70,4,70 years 04 months,3975.0,False,,S3004507S
2014-07,SEMBAWANG,EXECUTIVE,502A,WELLINGTON CIRCLE,04 TO 06,130,Apartment,2001,540000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44704,73,4,73 years 04 months,4153.846153846154,False,,S5025407S
2014-07,SENGKANG,3 ROOM,436C,FERNVALE RD,01 TO 03,69,Model A,2010,329000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44705,82,4,82 years 04 months,4768.115942028986,False,,S4363407S
2014-07,SENGKANG,3 ROOM,302B,ANCHORVALE LINK,04 TO 06,83,Model A,2007,355000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44706,79,4,79 years 04 months,4277.108433734939,False,,S3023407S
2014-07,SENGKANG,4 ROOM,259A,COMPASSVALE RD,04 TO 06,90,Model A,2001,392000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44707,73,4,73 years 04 months,4355.555555555556,False,,S2594507S
2014-07,SENGKANG,4 ROOM,301A,ANCHORVALE DR,07 TO 09,90,Model A,2001,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44709,73,4,73 years 04 months,4444.444444444444,False,,S3014507S
2014-07,SENGKANG,4 ROOM,317B,ANCHORVALE RD,04 TO 06,92,Premium Apartment,2003,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44710,75,4,75 years 04 months,4347.826086956522,False,,S3174507S
2014-07,SENGKANG,4 ROOM,159A,RIVERVALE CRES,04 TO 06,90,Premium Apartment,2003,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44711,75,4,75 years 04 months,4444.444444444444,False,,S1594507S
2014-07,SENGKANG,4 ROOM,309C,ANCHORVALE RD,13 TO 15,95,Premium Apartment,2002,405000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44712,74,4,74 years 04 months,4263.1578947368425,False,,S3094507S
2014-07,SENGKANG,4 ROOM,140,RIVERVALE ST,16 TO 18,97,Model A2,1999,410000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44714,71,4,71 years 04 months,4226.80412371134,False,,S1404507S
2014-07,SENGKANG,4 ROOM,405C,FERNVALE LANE,07 TO 09,93,Premium Apartment,2004,415000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44716,76,4,76 years 04 months,4462.365591397849,False,,S4054507S
2014-07,SENGKANG,4 ROOM,158D,RIVERVALE CRES,01 TO 03,90,Premium Apartment,2003,415000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44717,75,4,75 years 04 months,4611.111111111111,False,,S1584507S
2014-07,SENGKANG,4 ROOM,127,RIVERVALE ST,07 TO 09,100,Model A,1999,415000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44718,71,4,71 years 04 months,4150.0,False,,S1274507S
2014-07,SENGKANG,5 ROOM,227B,COMPASSVALE DR,01 TO 03,115,Improved,2000,418000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44719,72,4,72 years 04 months,3634.782608695652,False,,S2274807S
2014-07,SENGKANG,4 ROOM,298A,COMPASSVALE ST,13 TO 15,94,Premium Apartment,2001,420000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44720,73,4,73 years 04 months,4468.085106382979,False,,S2984507S
2014-07,SENGKANG,4 ROOM,207B,COMPASSVALE LANE,10 TO 12,92,Model A,2005,427000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44721,77,4,77 years 04 months,4641.304347826087,False,,S2074507S
2014-07,SENGKANG,4 ROOM,227C,COMPASSVALE DR,07 TO 09,102,Model A,2000,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44722,72,4,72 years 04 months,4215.686274509804,False,,S2274507S
2014-07,SENGKANG,4 ROOM,407A,FERNVALE RD,07 TO 09,90,Premium Apartment,2005,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44723,77,4,77 years 04 months,4777.777777777777,False,,S4074507S
2014-07,SENGKANG,5 ROOM,311A,ANCHORVALE LANE,04 TO 06,112,Premium Apartment,2002,435000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44725,74,4,74 years 04 months,3883.9285714285716,False,,S3114807S
2014-07,SENGKANG,4 ROOM,413B,FERNVALE LINK,13 TO 15,95,Premium Apartment,2004,436000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44726,76,4,76 years 04 months,4589.473684210527,False,,S4134507S
2014-07,SENGKANG,5 ROOM,127,RIVERVALE ST,10 TO 12,120,Improved,1999,443000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44728,71,4,71 years 04 months,3691.6666666666665,False,,S1274807S
2014-07,SENGKANG,4 ROOM,203E,COMPASSVALE RD,10 TO 12,90,Model A,2000,450000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44729,72,4,72 years 04 months,5000.0,False,,S2034507S
2014-07,SENGKANG,4 ROOM,409B,FERNVALE RD,13 TO 15,95,Premium Apartment,2004,450000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44730,76,4,76 years 04 months,4736.8421052631575,False,,S4094507S
2014-07,SENGKANG,4 ROOM,261B,SENGKANG EAST WAY,10 TO 12,90,Model A,2000,450000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44731,72,4,72 years 04 months,5000.0,False,,S2614507S
2014-07,SENGKANG,4 ROOM,408B,FERNVALE RD,07 TO 09,95,Premium Apartment,2004,455000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44734,76,4,76 years 04 months,4789.473684210527,False,,S4084507S
2014-07,SENGKANG,5 ROOM,196,RIVERVALE DR,07 TO 09,111,Improved,2001,463800,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44737,73,4,73 years 04 months,4178.378378378378,False,,S1964807S
2014-07,SENGKANG,5 ROOM,192A,RIVERVALE DR,10 TO 12,115,Improved,2000,465000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44738,72,4,72 years 04 months,4043.478260869565,False,,S1924807S
2014-07,SENGKANG,5 ROOM,186B,RIVERVALE DR,04 TO 06,110,Improved,2001,468000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44739,73,4,73 years 04 months,4254.545454545455,False,,S1864807S
2014-07,SENGKANG,5 ROOM,313C,ANCHORVALE RD,13 TO 15,110,Premium Apartment,2003,470000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44741,75,4,75 years 04 months,4272.727272727273,False,,S3134807S
2014-07,SENGKANG,5 ROOM,206D,COMPASSVALE LANE,07 TO 09,122,Improved,1999,470000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44742,71,4,71 years 04 months,3852.4590163934427,False,,S2064807S
2014-07,SENGKANG,5 ROOM,298A,COMPASSVALE ST,10 TO 12,114,Premium Apartment,2001,470000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44743,73,4,73 years 04 months,4122.80701754386,False,,S2984807S
2014-07,SENGKANG,5 ROOM,155,RIVERVALE CRES,04 TO 06,110,Improved,2005,475000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44744,77,4,77 years 04 months,4318.181818181818,False,,S1554807S
2014-07,SENGKANG,5 ROOM,303A,ANCHORVALE LINK,10 TO 12,110,Improved,2001,480000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44745,73,4,73 years 04 months,4363.636363636364,False,,S3034807S
2014-07,SENGKANG,5 ROOM,309A,ANCHORVALE RD,04 TO 06,112,Premium Apartment,2002,480000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44746,74,4,74 years 04 months,4285.714285714285,False,,S3094807S
2014-07,SENGKANG,5 ROOM,295B,COMPASSVALE CRES,13 TO 15,110,Improved,2002,480000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44747,74,4,74 years 04 months,4363.636363636364,False,,S2954807S
2014-07,SENGKANG,4 ROOM,268B,COMPASSVALE LINK,10 TO 12,90,Premium Apartment,2006,482000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44748,78,4,78 years 04 months,5355.555555555556,False,,S2684507S
2014-07,SENGKANG,5 ROOM,319A,ANCHORVALE DR,07 TO 09,110,Improved,2002,485000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44749,74,4,74 years 04 months,4409.090909090909,False,,S3194807S
2014-07,SENGKANG,4 ROOM,438A,SENGKANG WEST AVE,13 TO 15,94,Model A,2011,492000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44751,83,4,83 years 04 months,5234.04255319149,False,,S4384507S
2014-07,SENGKANG,5 ROOM,305D,ANCHORVALE LINK,13 TO 15,110,Improved,2002,495000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44752,74,4,74 years 04 months,4500.0,False,,S3054807S
2014-07,SENGKANG,5 ROOM,291A,COMPASSVALE ST,10 TO 12,110,Improved,2001,495000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44753,73,4,73 years 04 months,4500.0,False,,S2914807S
2014-07,SENGKANG,5 ROOM,141,RIVERVALE ST,16 TO 18,121,Improved,1999,495000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44754,71,4,71 years 04 months,4090.909090909091,False,,S1414807S
2014-07,SENGKANG,5 ROOM,253,COMPASSVALE ST,16 TO 18,116,Improved,2000,496000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44755,72,4,72 years 04 months,4275.862068965517,False,,S2534807S
2014-07,SENGKANG,4 ROOM,264D,COMPASSVALE BOW,07 TO 09,92,Premium Apartment,2008,500000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44756,80,4,80 years 04 months,5434.782608695652,False,,S2644507S
2014-07,SENGKANG,4 ROOM,272D,SENGKANG CTRL,01 TO 03,90,Premium Apartment,2009,500000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44757,81,4,81 years 04 months,5555.555555555556,False,,S2724507S
2014-07,SENGKANG,4 ROOM,271A,SENGKANG CTRL,07 TO 09,93,Premium Apartment,2010,500000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44758,82,4,82 years 04 months,5376.344086021505,False,,S2714507S
2014-07,SENGKANG,5 ROOM,225A,COMPASSVALE WALK,10 TO 12,123,Improved,1999,502000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44760,71,4,71 years 04 months,4081.3008130081303,False,,S2254807S
2014-07,SENGKANG,4 ROOM,273C,COMPASSVALE LINK,04 TO 06,90,Premium Apartment,2009,502888,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44761,81,4,81 years 04 months,5587.644444444444,False,,S2734507S
2014-07,SENGKANG,5 ROOM,317C,ANCHORVALE RD,13 TO 15,110,Premium Apartment,2003,510000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44765,75,4,75 years 04 months,4636.363636363636,False,,S3174807S
2014-07,SENGKANG,5 ROOM,200A,SENGKANG EAST RD,10 TO 12,110,Improved,2001,510000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44766,73,4,73 years 04 months,4636.363636363636,False,,S2004807S
2014-07,SENGKANG,5 ROOM,315C,ANCHORVALE RD,10 TO 12,110,Premium Apartment,2003,515000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44767,75,4,75 years 04 months,4681.818181818182,False,,S3154807S
2014-07,SENGKANG,5 ROOM,121D,SENGKANG EAST WAY,13 TO 15,110,Improved,2000,520000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44770,72,4,72 years 04 months,4727.272727272727,False,,S1214807S
2014-07,SENGKANG,5 ROOM,201D,COMPASSVALE DR,10 TO 12,110,Improved,2001,525000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44771,73,4,73 years 04 months,4772.727272727273,False,,S2014807S
2014-07,SENGKANG,5 ROOM,258A,COMPASSVALE RD,07 TO 09,110,Improved,2001,525000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44772,73,4,73 years 04 months,4772.727272727273,False,,S2584807S
