month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,_source_file,_row_id,remaining_lease_years,remaining_lease_months,remaining_lease_display,price_per_sqm,is_price_anomaly,price_anomaly_reason,resale_identifier,resale_identifier_hash
2014-09,WOODLANDS,3 ROOM,131,MARSILING RISE,04 TO 06,60,Improved,1985,270000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47761,57,4,57 years 04 months,4500.0,False,,S1312809W,c73d2b879e7a118d35a8263a2f22f786357e3b119e17e9d9c4f19431a5e6c1a8
2014-09,WOODLANDS,3 ROOM,23,MARSILING DR,04 TO 06,67,New Generation,1977,280000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47762,49,4,49 years 04 months,4179.104477611941,False,,S0232809W,1be854ac0430bb941553d2eed3d6d2af7c08f4fbfb8fe99235d2ab5d26552eda
2014-09,WOODLANDS,3 ROOM,158,WOODLANDS ST 13,10 TO 12,73,Model A,1990,306000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47764,62,4,62 years 04 months,4191.780821917808,False,,S1582809W,cdbd6bed1abff40b8e6e8bd8178847e23ba49ab7a75ffdda1236e0a40e808d9a
2014-09,WOODLANDS,4 ROOM,5,MARSILING DR,04 TO 06,90,Improved,1974,306000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47765,46,4,46 years 04 months,3400.0,False,,S0053609W,759305b4c9118a9745a4164ffbadb5fbac1e027d18a9ed52dedab8369a2ccc3b
2014-09,WOODLANDS,3 ROOM,310,WOODLANDS ST 31,01 TO 03,73,Model A,1993,315000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47766,65,4,65 years 04 months,4315.068493150685,False,,S3102809W,a938aab14bb075408caf15d891103b5e700e7c27cecf6e4bd9d04b52d8b9f53d
2014-09,WOODLANDS,4 ROOM,855,WOODLANDS ST 83,01 TO 03,84,Simplified,1993,322000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47767,65,4,65 years 04 months,3833.3333333333335,False,,S8553609W,e8273fb219ff63b6457b2a9803b62770fc9f420c1db7dcc7e41413ede421ec06
2014-09,WOODLANDS,4 ROOM,7,MARSILING DR,07 TO 09,88,Improved,1976,323000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47768,48,4,48 years 04 months,3670.4545454545455,False,,S0073609W,bc7d04d4367333ca5972b732473bb717035f4e109d4a7758942a59dd1cbd5072
2014-09,WOODLANDS,3 ROOM,160,WOODLANDS ST 13,04 TO 06,73,Model A,1990,325000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47769,62,4,62 years 04 months,4452.054794520548,False,,S1602809W,2c78ecd18e62965de2fc11b506449a2c894ee516f28484cacde18ff2f5bca8db
2014-09,WOODLANDS,4 ROOM,335,WOODLANDS ST 32,01 TO 03,83,Simplified,1985,330000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47770,57,4,57 years 04 months,3975.9036144578313,False,,S3353609W,f6961e72214f3090b5e20978dfb297f8b25228d15d544abf16c4ec62c60a85d0
2014-09,WOODLANDS,4 ROOM,842,WOODLANDS ST 82,10 TO 12,84,Simplified,1994,332000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47771,66,4,66 years 04 months,3952.3809523809523,False,,S8423609W,1f12d5aadeac5a3869bc2b731ff84e3326dabf90fac693705af2d09b7c855c6e
2014-09,WOODLANDS,4 ROOM,845,WOODLANDS ST 82,10 TO 12,84,Simplified,1994,333000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47773,66,4,66 years 04 months,3964.285714285714,False,,S8453609W,35d6a2d6504d26098faee5d0e7863e16aabc4b02554c8867e82f2cf985744623
2014-09,WOODLANDS,4 ROOM,212,MARSILING CRES,07 TO 09,104,Model A,1983,335000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47775,55,4,55 years 04 months,3221.153846153846,False,,S2123609W,864bdea7f117323f1505b075615c69359e834255a9b8786c38ae83d8a70f7a60
2014-09,WOODLANDS,4 ROOM,150,WOODLANDS ST 13,01 TO 03,91,New Generation,1986,335000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47776,58,4,58 years 04 months,3681.3186813186812,False,,S1503609W,847c12f4258cb47a1e954e1c2ad524a39b5a218ccc5f5c5f17d47ae0d8d4e535
2014-09,WOODLANDS,3 ROOM,145,WOODLANDS ST 13,04 TO 06,68,New Generation,1985,336000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47777,57,4,57 years 04 months,4941.176470588235,False,,S1452809W,0b692d06fac12b523cbfd1623e84a42d7864cfe62621ad9aaeecb27aaf518c0b
2014-09,WOODLANDS,4 ROOM,872,WOODLANDS ST 81,01 TO 03,108,Model A,1996,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47778,68,4,68 years 04 months,3148.1481481481483,False,,S8723609W,1da37bfc39d0bb41ea9f6a34278a4d942a34089651050da6e930c1750fb1fcf6
2014-09,WOODLANDS,4 ROOM,336,WOODLANDS AVE 1,01 TO 03,90,Simplified,1985,345000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47779,57,4,57 years 04 months,3833.3333333333335,False,,S3363609W,d8a00235fedb9230849f486a4e83e72c082b6e3c07333ee7212f5ea7da62c66e
2014-09,WOODLANDS,4 ROOM,575,WOODLANDS DR 16,07 TO 09,86,Model A2,2000,345000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47780,72,4,72 years 04 months,4011.6279069767443,False,,S5753609W,e76c0ab931b9dca43eb9a3310f620cd474ba06120e92968b7052cd68893061fd
2014-09,WOODLANDS,4 ROOM,897B,WOODLANDS DR 50,01 TO 03,100,Model A,1997,345000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47781,69,4,69 years 04 months,3450.0,False,,S8973609W,4dc88dbd267d365188ca6393db572254304b3eff7ce83ebc294d1a51979df086
2014-09,WOODLANDS,4 ROOM,753,WOODLANDS CIRCLE,01 TO 03,103,Model A,1997,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47782,69,4,69 years 04 months,3398.0582524271845,False,,S7533609W,d86d3bce5f872753f1d5367d9bffe03432d00a0f0e262f9aad81a2b7f2919f08
2014-09,WOODLANDS,4 ROOM,154,WOODLANDS ST 13,04 TO 06,91,New Generation,1986,351000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47783,58,4,58 years 04 months,3857.1428571428573,False,,S1543609W,0800b36f8e0b1fea63dd7220dd817d854a1efa02beb0750e8c7a017bba400325
2014-09,WOODLANDS,4 ROOM,601,WOODLANDS DR 42,04 TO 06,93,Model A2,1997,352000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47784,69,4,69 years 04 months,3784.94623655914,False,,S6013609W,ad7e4f6d9a27c597c9d54193738c51165729812621cb6a3e9bbd10729b4cd14a
2014-09,WOODLANDS,4 ROOM,735,WOODLANDS CIRCLE,04 TO 06,102,Model A,1998,355000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47785,70,4,70 years 04 months,3480.392156862745,False,,S7353609W,8b8c5f2cbcf0bb7ff3b2f75c0b7b67bce4845bcef02f90916e8636975bb49e52
2014-09,WOODLANDS,4 ROOM,334,WOODLANDS ST 32,10 TO 12,83,Simplified,1985,355000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47786,57,4,57 years 04 months,4277.108433734939,False,,S3343609W,59ef64a2f3d5a0023d37517783cca75e69f2b2e0039991c38183ed38e114d6b1
2014-09,WOODLANDS,4 ROOM,682B,WOODLANDS DR 62,01 TO 03,102,Premium Apartment,2000,355000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47787,72,4,72 years 04 months,3480.392156862745,False,,S6823609W,a985f0b8626ae5e8af076580a11c8841980c335561db1377b6f0a5cbc29e45c1
2014-09,WOODLANDS,4 ROOM,762,WOODLANDS AVE 6,10 TO 12,103,Model A,1998,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47789,70,4,70 years 04 months,3495.145631067961,False,,S7623609W,ea44134372b4a1e4f3afd54a720dea47f9a08a5959fa4b4b9c9dc4f4a26441a1
2014-09,WOODLANDS,4 ROOM,25,MARSILING DR,10 TO 12,91,New Generation,1977,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47790,49,4,49 years 04 months,3956.043956043956,False,,S0253609W,253db705281ce2c31b10b6dd043df0bc69ff56b6cd6a5e3e55c4cd56252c53ee
2014-09,WOODLANDS,4 ROOM,605,WOODLANDS DR 42,10 TO 12,92,Model A2,1997,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47792,69,4,69 years 04 months,3913.0434782608695,False,,S6053609W,2a5aa64197a764dcc4c01f190ecdaea680b60aa370531920de0787dea0995dd4
2014-09,WOODLANDS,4 ROOM,113,WOODLANDS ST 13,10 TO 12,93,New Generation,1987,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47793,59,4,59 years 04 months,3870.967741935484,False,,S1133609W,805492fe82bda5d1ed5ee150def13f8a9484ecedeef221050008b803aba63157
2014-09,WOODLANDS,4 ROOM,666,WOODLANDS RING RD,04 TO 06,86,Model A2,2000,365000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47794,72,4,72 years 04 months,4244.186046511628,False,,S6663609W,3e1a34b2e2980911de007c011227f9d6fc427338b2d4de935ab15ede729018c1
2014-09,WOODLANDS,4 ROOM,624A,WOODLANDS DR 52,10 TO 12,100,Model A,1998,365888,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47795,70,4,70 years 04 months,3658.88,False,,S6243609W,e6eff77477079e78491e44a3be34eb150d1980a67143928a710df1b12450d2c9
2014-09,WOODLANDS,4 ROOM,614,WOODLANDS AVE 4,10 TO 12,101,Model A,1998,368000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47796,70,4,70 years 04 months,3643.5643564356437,False,,S6143609W,79a6a144bc8a305f8ca74f4584019a9aee07346b7eb5cd83e769ab6302550554
2014-09,WOODLANDS,4 ROOM,741,WOODLANDS CIRCLE,04 TO 06,102,Model A,1997,368000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47797,69,4,69 years 04 months,3607.843137254902,False,,S7413609W,310d2ce39abb8404850438ddaaace7bfc556e4a6e5683feeab7ca1bfeec80374
2014-09,WOODLANDS,4 ROOM,757,WOODLANDS AVE 4,10 TO 12,102,Model A,1997,370000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47798,69,4,69 years 04 months,3627.450980392157,False,,S7573609W,e738f941a04ad6836854f0b3311928c3f7dafb793102c504ccd6ea9eef391013
2014-09,WOODLANDS,4 ROOM,537,WOODLANDS DR 16,10 TO 12,100,Model A,2000,370000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47799,72,4,72 years 04 months,3700.0,False,,S5373609W,c07a05a5f44da67208af365e775faae80957290879b9a567e4d8201ef8cf2c46
2014-09,WOODLANDS,4 ROOM,602,WOODLANDS DR 42,07 TO 09,100,Model A,1997,370000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47800,69,4,69 years 04 months,3700.0,False,,S6023609W,bc5527982cec042b9b38101455ddc53638aeecd4b265d60faf9949f98bd9ecbb
2014-09,WOODLANDS,4 ROOM,771,WOODLANDS DR 60,01 TO 03,102,Model A,1997,370000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47801,69,4,69 years 04 months,3627.450980392157,False,,S7713609W,a6a29b7bc4a06e07aeab29f3553dc3f250a5cf75de78cdf5f3f3d5ecd63fbdf1
2014-09,WOODLANDS,4 ROOM,610,WOODLANDS AVE 4,01 TO 03,102,Model A,1998,375000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47803,70,4,70 years 04 months,3676.470588235294,False,,S6103609W,a85b0d7cb283dfe19a8cd4cc074175e192cfe32038c7eca8571a43e88ef2a597
2014-09,WOODLANDS,4 ROOM,668,WOODLANDS RING RD,07 TO 09,91,Model A,2000,375000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47804,72,4,72 years 04 months,4120.879120879121,False,,S6683609W,63d454ceeea1c39ec96b4a56ec965d37d5a607d5b901fae9941daa00d7b66e56
2014-09,WOODLANDS,4 ROOM,172,WOODLANDS ST 13,13 TO 15,93,New Generation,1985,375000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47805,57,4,57 years 04 months,4032.2580645161293,False,,S1723609W,1e9912a3992d95cf28465ae0d1f8371d897e139eead2dc2789c2e42bf1b46042
2014-09,WOODLANDS,4 ROOM,615,WOODLANDS AVE 4,01 TO 03,102,Model A,1998,377500,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47806,70,4,70 years 04 months,3700.9803921568628,False,,S6153609W,bfc009040f02d43fff0aba4ff8a37dd465025e6f20bdfbeed23f3c535454632c
2014-09,WOODLANDS,4 ROOM,787B,WOODLANDS CRES,04 TO 06,100,Model A,1997,379388,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47807,69,4,69 years 04 months,3793.88,False,,S7873609W,3f037cfe4cf01f5c2c65a9dd81c983cd9f8edb8e426d9b8663a5d28f830d80cb
2014-09,WOODLANDS,4 ROOM,604,WOODLANDS DR 42,07 TO 09,91,Model A2,1997,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47808,69,4,69 years 04 months,4175.824175824176,False,,S6043609W,31911000f8c4d1e6246abe88027139a4bcf30314af95fe9d60d696c038a2c641
2014-09,WOODLANDS,4 ROOM,617,WOODLANDS AVE 4,10 TO 12,91,Model A2,1998,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47809,70,4,70 years 04 months,4175.824175824176,False,,S6173609W,a6bdb4db312e26b5b77713a4d77d6f3655a9048429e3bf75e292c6f97281513e
2014-09,WOODLANDS,4 ROOM,732,WOODLANDS CIRCLE,04 TO 06,102,Model A,1997,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47810,69,4,69 years 04 months,3725.4901960784314,False,,S7323609W,366fca903fab7bb129fb359e5b68fce8e82050caff57aeca87994306cf9a95b8
2014-09,WOODLANDS,4 ROOM,895B,WOODLANDS DR 50,04 TO 06,99,Model A,1997,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47811,69,4,69 years 04 months,3838.3838383838383,False,,S8953609W,26968a1d605c7334e6e83fe89b58742958f2927c242611bba0e3104f6c28f951
2014-09,WOODLANDS,4 ROOM,786D,WOODLANDS DR 60,10 TO 12,100,Model A,1997,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47812,69,4,69 years 04 months,3800.0,False,,S7863609W,d85e43b85ea5e522a8edc3193a201f4026fd30a8f2a853b6396a5b4c5914878b
2014-09,WOODLANDS,4 ROOM,684D,WOODLANDS DR 73,04 TO 06,103,Premium Apartment,2000,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47813,72,4,72 years 04 months,3689.3203883495144,False,,S6843609W,c368c0486b54e822d1d87e0fc86663711313f34c93301f6c04c78e5ca011932b
2014-09,WOODLANDS,4 ROOM,588,WOODLANDS DR 16,10 TO 12,91,Model A,2001,383000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47814,73,4,73 years 04 months,4208.791208791209,False,,S5883609W,4be4d0d3b6519c1409592c1f6d715b948278406067361dbaf4ba0c335be6a79a
2014-09,WOODLANDS,4 ROOM,794,WOODLANDS DR 72,04 TO 06,102,Model A,1998,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47816,70,4,70 years 04 months,3774.5098039215686,False,,S7943609W,4f0474544f46b0251f75704b2a9c0da686ad7813771f949af0c14a5c77464884
2014-09,WOODLANDS,4 ROOM,655,WOODLANDS RING RD,10 TO 12,100,Model A,1998,385888,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47817,70,4,70 years 04 months,3858.88,False,,S6553609W,bf82f71924865862cde03250e9770d2bdf837e91e57ef91b6afb7331d258b62f
2014-09,WOODLANDS,4 ROOM,871,WOODLANDS ST 81,04 TO 06,111,Model A,1996,388000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47818,68,4,68 years 04 months,3495.4954954954956,False,,S8713609W,a864e32b4e8114e827be5824bd805019780d50acf05e61e248f7541c732f22ba
2014-09,WOODLANDS,4 ROOM,761,WOODLANDS AVE 6,01 TO 03,103,Model A,1998,390000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47819,70,4,70 years 04 months,3786.4077669902913,False,,S7613609W,5b7b1ca79c49dd11142362c116a895869c1f66ee4155bbb5b5042a1bec8b2234
2014-09,WOODLANDS,4 ROOM,528,WOODLANDS DR 14,04 TO 06,106,Premium Apartment,1999,390000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47820,71,4,71 years 04 months,3679.245283018868,False,,S5283609W,f599e9300d3ff904551bb23bec0b1e01c8e886e8ffc2f111bc21620c5fef9f42
2014-09,WOODLANDS,4 ROOM,737,WOODLANDS CIRCLE,10 TO 12,102,Model A2,1998,393000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47821,70,4,70 years 04 months,3852.9411764705883,False,,S7373609W,f8c7901b41038ae99ea24105c8519869cbeec3a4c0d947524d6747e847dd85f3
2014-09,WOODLANDS,4 ROOM,669,WOODLANDS RING RD,07 TO 09,85,Model A2,2000,393000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47822,72,4,72 years 04 months,4623.529411764706,False,,S6693609W,962842bd7c0453a32cd42875aceb7016911b41fd8606198a9dfd7103ff2daa48
2014-09,WOODLANDS,4 ROOM,727,WOODLANDS CIRCLE,07 TO 09,102,Model A,1997,395000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47823,69,4,69 years 04 months,3872.549019607843,False,,S7273609W,0e1c1823e60a223d0ac922b1d4e2355256cc87a7ba0614066d1f4e6859f04353
2014-09,WOODLANDS,4 ROOM,657,WOODLANDS RING RD,10 TO 12,100,Model A,1998,395000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47824,70,4,70 years 04 months,3950.0,False,,S6573609W,b9b2e0ea9a8eed7d313e71ffc9bf0f7ca6db9a7c66c63bbeb6a8458e63ed3e9f
2014-09,WOODLANDS,5 ROOM,542,WOODLANDS DR 16,01 TO 03,115,Improved,2000,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47825,72,4,72 years 04 months,3478.2608695652175,False,,S5424309W,d0e1cfa373128adac01b2c451adb31e65769901526584e30fca232391c998ffa
2014-09,WOODLANDS,4 ROOM,894A,WOODLANDS DR 50,01 TO 03,100,Model A,1996,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47826,68,4,68 years 04 months,4000.0,False,,S8943609W,aef28151551434a77a21241217f1d88e6da43d492c86415535f1876c4a73e480
2014-09,WOODLANDS,4 ROOM,690A,WOODLANDS DR 75,13 TO 15,90,Premium Apartment,2004,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47827,76,4,76 years 04 months,4444.444444444444,False,,S6903609W,6ead441dc8d1a55523e5d5d98d22a872f759121558c806bb6bf2fc92052a7117
2014-09,WOODLANDS,4 ROOM,160,WOODLANDS ST 13,07 TO 09,103,Model A,1990,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47828,62,4,62 years 04 months,3883.4951456310678,False,,S1603609W,d4d2cb89dd57da603939a157226ef767e7e3a02d978406b5e609de4b68d54d1c
2014-09,WOODLANDS,5 ROOM,10,MARSILING DR,04 TO 06,126,Standard,1976,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47829,48,4,48 years 04 months,3174.6031746031745,False,,S0104309W,cae34db7f768f180570a8696fd74dbf39770c6abdac8f4d1900ccde88a62b248
2014-09,WOODLANDS,5 ROOM,538,WOODLANDS DR 16,01 TO 03,121,Improved,2000,402000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47831,72,4,72 years 04 months,3322.314049586777,False,,S5384309W,6db467a9e655b3f4c2ec87fb1f11a8bb896ede7dab6e13d193e101cca6a86a16
2014-09,WOODLANDS,4 ROOM,512,WOODLANDS DR 14,04 TO 06,107,Premium Apartment,1999,405000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47832,71,4,71 years 04 months,3785.0467289719627,False,,S5123609W,e2a24c7f0ff5462abf514f2c38d87ba8476bf69c01fc331f193d7d09cbe23ffd
2014-09,WOODLANDS,4 ROOM,681A,WOODLANDS DR 62,10 TO 12,101,Premium Apartment,2000,405000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47833,72,4,72 years 04 months,4009.90099009901,False,,S6813609W,6cebefed271e0c7bb596e9087d2b2a2affe36e175277a8db7e17be3378c75a10
2014-09,WOODLANDS,5 ROOM,576,WOODLANDS DR 16,01 TO 03,110,Improved,2000,410000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47834,72,4,72 years 04 months,3727.2727272727275,False,,S5764309W,e44d9790a4425d6e831ec121a55436f5b58229f2e78bf8b24d4d45f2824ee8a0
2014-09,WOODLANDS,4 ROOM,519,WOODLANDS DR 14,07 TO 09,104,Premium Apartment,2000,415000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47835,72,4,72 years 04 months,3990.3846153846152,False,,S5193609W,2d76a7c8d2c6eb3a5d8e7d46d601ca452af57ce5f0fefd584d2e0c90d034c75b
2014-09,WOODLANDS,5 ROOM,621,WOODLANDS DR 52,04 TO 06,122,Improved,1998,418000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47836,70,4,70 years 04 months,3426.2295081967213,False,,S6214309W,e4349e7b166fe18b3e052c955f48add7386eef5e4c684332322a48970ed9c405
2014-09,WOODLANDS,4 ROOM,536,WOODLANDS DR 14,10 TO 12,106,Premium Apartment,1999,420000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47837,71,4,71 years 04 months,3962.264150943396,False,,S5363609W,620e8364fdcdf467c8c921f72506c3e4980237565dd2320bec45f5e968d85e08
2014-09,WOODLANDS,5 ROOM,582,WOODLANDS DR 16,07 TO 09,110,Improved,2001,420000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47838,73,4,73 years 04 months,3818.181818181818,False,,S5824309W,7c723b73e49659f166fafaf87a8649a3c3fb3df6cc7fcba5cfc1ed008598dee3
2014-09,WOODLANDS,5 ROOM,778,WOODLANDS DR 60,07 TO 09,121,Improved,1997,422000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47839,69,4,69 years 04 months,3487.603305785124,False,,S7784309W,7803b5afe117d609faf984dd7184b80619103c3a0d03236476dab6332c74545e
2014-09,WOODLANDS,4 ROOM,683B,WOODLANDS DR 62,10 TO 12,102,Premium Apartment,2000,422000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47840,72,4,72 years 04 months,4137.254901960784,False,,S6833609W,a8e4e0c49b0263568bb5e194fc7c0afca70ea51bb3a9a1e81432f8fa6f929ed5
2014-09,WOODLANDS,5 ROOM,706,WOODLANDS DR 40,04 TO 06,119,Improved,1996,425000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47841,68,4,68 years 04 months,3571.4285714285716,False,,S7064309W,40738c8ddd57896dfc22f62179545c5035b1cc45cc3a3aaf50bac1db3ae4776b
2014-09,WOODLANDS,5 ROOM,622,WOODLANDS DR 52,04 TO 06,121,Improved,1998,425000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47842,70,4,70 years 04 months,3512.396694214876,False,,S6224309W,18c21e17cb10b693fd536bc818e99d3014ea994bca0296aa7dd480c83ef48214
2014-09,WOODLANDS,5 ROOM,624B,WOODLANDS DR 52,10 TO 12,121,Improved,1998,428000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47843,70,4,70 years 04 months,3537.190082644628,False,,S6244309W,a66489dedb8b8ea4506ed6e047b63b60a98d094f35296653663753aaa08736e0
2014-09,WOODLANDS,4 ROOM,318,WOODLANDS ST 31,10 TO 12,119,Model A,1993,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47844,65,4,65 years 04 months,3613.4453781512607,False,,S3183609W,922ab6280aee0b0c96595c1cda13d81eeaaba883e8a1f3e3c3e7ffca8781a9d3
2014-09,WOODLANDS,5 ROOM,557,WOODLANDS DR 53,10 TO 12,120,Improved,1999,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47845,71,4,71 years 04 months,3583.3333333333335,False,,S5574309W,a97031c34f4ad681b476dcdbd4692cb655165b2ab60649d1482db19983de565c
2014-09,WOODLANDS,5 ROOM,770,WOODLANDS DR 60,04 TO 06,123,Improved,1997,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47846,69,4,69 years 04 months,3495.9349593495936,False,,S7704309W,ef655092a5e43ef6750093aa5cb2174f89e61c5015a479617c46e670ff50f3c9
2014-09,WOODLANDS,5 ROOM,664,WOODLANDS RING RD,01 TO 03,122,Improved,1998,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47847,70,4,70 years 04 months,3524.590163934426,False,,S6644309W,d624ec7746fc87fa365102aefd94fcdf0297411d3c42cf443e899bc84eabd284
