month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,_source_file,_row_id,_fail_reason,remaining_lease_years,remaining_lease_months,remaining_lease_display,price_per_sqm,is_price_anomaly,price_anomaly_reason,resale_identifier
2013-10,SENGKANG,4 ROOM,273C,COMPASSVALE LINK,07 TO 09,90,Premium Apartment,2009,587000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33470,duplicate resale_identifier; lower price discarded,81.0,4.0,81 years 04 months,6522.222222222223,False,,S2735010S
2013-10,SENGKANG,4 ROOM,277C,COMPASSVALE LINK,13 TO 15,90,Premium Apartment,2009,588000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33471,duplicate resale_identifier; lower price discarded,81.0,4.0,81 years 04 months,6533.333333333333,False,,S2775010S
2013-10,SENGKANG,EXECUTIVE,139,RIVERVALE ST,07 TO 09,141,Apartment,1999,595000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33472,duplicate resale_identifier; lower price discarded,71.0,4.0,71 years 04 months,4219.858156028369,False,,S1396110S
2013-10,SENGKANG,EXECUTIVE,204D,COMPASSVALE DR,01 TO 03,130,Apartment,2001,635000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33481,duplicate resale_identifier; lower price discarded,73.0,4.0,73 years 04 months,4884.615384615385,False,,S2046110S
2013-10,SERANGOON,3 ROOM,1,LOR LEW LIAN,07 TO 09,64,Improved,1978,345000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33485,duplicate resale_identifier; lower price discarded,50.0,4.0,50 years 04 months,5390.625,False,,S0013610S
2013-10,SERANGOON,4 ROOM,147,SERANGOON NTH AVE 1,10 TO 12,88,Simplified,1988,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33491,duplicate resale_identifier; lower price discarded,60.0,4.0,60 years 04 months,4318.181818181818,False,,S1474810S
2013-10,SERANGOON,4 ROOM,420,SERANGOON CTRL,07 TO 09,93,New Generation,1989,527000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33501,duplicate resale_identifier; lower price discarded,61.0,4.0,61 years 04 months,5666.666666666667,False,,S4204810S
2013-10,TAMPINES,3 ROOM,249,TAMPINES ST 21,01 TO 03,74,Model A,1984,382000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33530,duplicate resale_identifier; lower price discarded,56.0,4.0,56 years 04 months,5162.1621621621625,False,,S2493610T
2013-10,TAMPINES,4 ROOM,805,TAMPINES AVE 4,10 TO 12,91,New Generation,1985,437000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33544,duplicate resale_identifier; lower price discarded,57.0,4.0,57 years 04 months,4802.197802197802,False,,S8054710T
2013-10,TAMPINES,4 ROOM,367,TAMPINES ST 34,04 TO 06,100,Model A,1997,450000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33548,duplicate resale_identifier; lower price discarded,69.0,4.0,69 years 04 months,4500.0,False,,S3674710T
2013-10,TAMPINES,4 ROOM,355,TAMPINES ST 33,04 TO 06,107,Model A,1996,453000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33550,duplicate resale_identifier; lower price discarded,68.0,4.0,68 years 04 months,4233.644859813084,False,,S3554710T
2013-10,TAMPINES,4 ROOM,935,TAMPINES ST 91,04 TO 06,106,Model A,1984,463000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33553,duplicate resale_identifier; lower price discarded,56.0,4.0,56 years 04 months,4367.924528301887,False,,S9354710T
2013-10,TAMPINES,4 ROOM,742,TAMPINES ST 72,01 TO 03,101,Model A,1997,463000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33554,duplicate resale_identifier; lower price discarded,69.0,4.0,69 years 04 months,4584.158415841584,False,,S7424710T
2013-10,TAMPINES,4 ROOM,891,TAMPINES AVE 8,13 TO 15,101,Model A,1997,490000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33560,duplicate resale_identifier; lower price discarded,69.0,4.0,69 years 04 months,4851.485148514851,False,,S8914710T
2013-10,TAMPINES,5 ROOM,898A,TAMPINES ST 81,01 TO 03,121,Improved,1988,505000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33566,duplicate resale_identifier; lower price discarded,60.0,4.0,60 years 04 months,4173.553719008264,False,,S8985410T
2013-10,TAMPINES,5 ROOM,138,SIMEI ST 1,01 TO 03,122,Improved,1988,530000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33579,duplicate resale_identifier; lower price discarded,60.0,4.0,60 years 04 months,4344.262295081967,False,,S1385410T
2013-10,TAMPINES,5 ROOM,932,TAMPINES ST 91,04 TO 06,133,Model A,1985,566000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33593,duplicate resale_identifier; lower price discarded,57.0,4.0,57 years 04 months,4255.639097744361,False,,S9325410T
2013-10,TAMPINES,5 ROOM,450C,TAMPINES ST 42,07 TO 09,133,Model A,1996,573000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33594,duplicate resale_identifier; lower price discarded,68.0,4.0,68 years 04 months,4308.270676691729,False,,S4505410T
2013-10,TAMPINES,EXECUTIVE,856F,TAMPINES ST 82,01 TO 03,145,Apartment,1995,702000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33606,duplicate resale_identifier; lower price discarded,67.0,4.0,67 years 04 months,4841.379310344828,False,,S8566910T
2013-10,TOA PAYOH,2 ROOM,51,LOR 6 TOA PAYOH,04 TO 06,50,Standard,1983,275000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33611,duplicate resale_identifier; lower price discarded,55.0,4.0,55 years 04 months,5500.0,False,,S0512710T
2013-10,TOA PAYOH,3 ROOM,195,KIM KEAT AVE,01 TO 03,66,Improved,1973,289000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33614,duplicate resale_identifier; lower price discarded,45.0,4.0,45 years 04 months,4378.787878787879,False,,S1953410T
2013-10,TOA PAYOH,3 ROOM,26,TOA PAYOH EAST,04 TO 06,67,Improved,1971,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33627,duplicate resale_identifier; lower price discarded,43.0,4.0,43 years 04 months,5223.880597014925,False,,S0263410T
2013-10,TOA PAYOH,3 ROOM,85B,LOR 4 TOA PAYOH,13 TO 15,68,Improved,1972,408000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33635,duplicate resale_identifier; lower price discarded,44.0,4.0,44 years 04 months,6000.0,False,,S0853410T
2013-10,TOA PAYOH,5 ROOM,218,LOR 8 TOA PAYOH,16 TO 18,117,Standard,1978,598000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33646,duplicate resale_identifier; lower price discarded,50.0,4.0,50 years 04 months,5111.111111111111,False,,S2187010T
2013-10,TOA PAYOH,4 ROOM,79A,TOA PAYOH CTRL,31 TO 33,76,Model A,2009,656000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33649,duplicate resale_identifier; lower price discarded,81.0,4.0,81 years 04 months,8631.578947368422,False,,S0795810T
2013-10,TOA PAYOH,4 ROOM,79A,TOA PAYOH CTRL,37 TO 39,75,Model A,2009,658000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33650,duplicate resale_identifier; lower price discarded,81.0,4.0,81 years 04 months,8773.333333333334,False,,S0795810T
2013-10,TOA PAYOH,4 ROOM,79C,TOA PAYOH CTRL,07 TO 09,92,Model A,2009,696000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33651,duplicate resale_identifier; lower price discarded,81.0,4.0,81 years 04 months,7565.217391304348,False,,S0795810T
2013-10,WOODLANDS,3 ROOM,6,MARSILING DR,01 TO 03,65,Improved,1976,295000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33663,duplicate resale_identifier; lower price discarded,48.0,4.0,48 years 04 months,4538.461538461538,False,,S0063210W
2013-10,WOODLANDS,3 ROOM,31,MARSILING DR,01 TO 03,73,New Generation,1977,300000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33665,duplicate resale_identifier; lower price discarded,49.0,4.0,49 years 04 months,4109.58904109589,False,,S0313210W
2013-10,WOODLANDS,3 ROOM,23,MARSILING DR,07 TO 09,67,New Generation,1977,310000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33671,duplicate resale_identifier; lower price discarded,49.0,4.0,49 years 04 months,4626.865671641791,False,,S0233210W
2013-10,WOODLANDS,3 ROOM,31,MARSILING DR,04 TO 06,73,New Generation,1977,327000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33677,duplicate resale_identifier; lower price discarded,49.0,4.0,49 years 04 months,4479.45205479452,False,,S0313210W
2013-10,WOODLANDS,4 ROOM,855,WOODLANDS ST 83,01 TO 03,84,Simplified,1993,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33691,duplicate resale_identifier; lower price discarded,65.0,4.0,65 years 04 months,4285.714285714285,False,,S8554010W
2013-10,WOODLANDS,4 ROOM,704,WOODLANDS DR 40,10 TO 12,99,Model A,1996,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33713,duplicate resale_identifier; lower price discarded,68.0,4.0,68 years 04 months,4040.40404040404,False,,S7044010W
2013-10,WOODLANDS,4 ROOM,899A,WOODLANDS DR 50,07 TO 09,99,Model A,1997,405000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33721,duplicate resale_identifier; lower price discarded,69.0,4.0,69 years 04 months,4090.909090909091,False,,S8994010W
2013-10,WOODLANDS,4 ROOM,899A,WOODLANDS DR 50,04 TO 06,99,Model A,1997,418000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33727,duplicate resale_identifier; lower price discarded,69.0,4.0,69 years 04 months,4222.222222222223,False,,S8994010W
2013-10,WOODLANDS,5 ROOM,541,WOODLANDS DR 16,01 TO 03,121,Improved,2000,440000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33743,duplicate resale_identifier; lower price discarded,72.0,4.0,72 years 04 months,3636.3636363636365,False,,S5414710W
2013-10,WOODLANDS,5 ROOM,749,WOODLANDS CIRCLE,04 TO 06,122,Improved,1998,443000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33744,duplicate resale_identifier; lower price discarded,70.0,4.0,70 years 04 months,3631.1475409836066,False,,S7494710W
2013-10,WOODLANDS,4 ROOM,689D,WOODLANDS DR 75,10 TO 12,90,Premium Apartment,2004,445000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33746,duplicate resale_identifier; lower price discarded,76.0,4.0,76 years 04 months,4944.444444444444,False,,S6894010W
2013-10,WOODLANDS,5 ROOM,550,WOODLANDS DR 44,01 TO 03,120,Improved,2000,448000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33747,duplicate resale_identifier; lower price discarded,72.0,4.0,72 years 04 months,3733.3333333333335,False,,S5504710W
2013-10,WOODLANDS,5 ROOM,690C,WOODLANDS DR 75,07 TO 09,110,Premium Apartment,2004,450000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33749,duplicate resale_identifier; lower price discarded,76.0,4.0,76 years 04 months,4090.909090909091,False,,S6904710W
2013-10,WOODLANDS,5 ROOM,689C,WOODLANDS DR 75,07 TO 09,110,Premium Apartment,2004,490000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33768,duplicate resale_identifier; lower price discarded,76.0,4.0,76 years 04 months,4454.545454545455,False,,S6894710W
2013-10,WOODLANDS,5 ROOM,690F,WOODLANDS DR 75,10 TO 12,110,Premium Apartment,2004,500000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33771,duplicate resale_identifier; lower price discarded,76.0,4.0,76 years 04 months,4545.454545454545,False,,S6904710W
2013-10,YISHUN,3 ROOM,264,YISHUN ST 22,04 TO 06,64,Simplified,1986,290000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33792,duplicate resale_identifier; lower price discarded,58.0,4.0,58 years 04 months,4531.25,False,,S2643210Y
2013-10,YISHUN,3 ROOM,121,YISHUN ST 11,04 TO 06,67,New Generation,1984,305000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33794,duplicate resale_identifier; lower price discarded,56.0,4.0,56 years 04 months,4552.238805970149,False,,S1213210Y
2013-10,YISHUN,3 ROOM,150,YISHUN ST 11,04 TO 06,71,New Generation,1985,335000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33814,duplicate resale_identifier; lower price discarded,57.0,4.0,57 years 04 months,4718.30985915493,False,,S1503210Y
2013-10,YISHUN,4 ROOM,245,YISHUN AVE 9,07 TO 09,84,Simplified,1985,358000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33826,duplicate resale_identifier; lower price discarded,57.0,4.0,57 years 04 months,4261.9047619047615,False,,S2454010Y
2013-10,YISHUN,4 ROOM,249,YISHUN AVE 9,10 TO 12,84,Simplified,1985,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33827,duplicate resale_identifier; lower price discarded,57.0,4.0,57 years 04 months,4285.714285714285,False,,S2494010Y
2013-10,YISHUN,4 ROOM,276,YISHUN ST 22,07 TO 09,84,Simplified,1985,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33828,duplicate resale_identifier; lower price discarded,57.0,4.0,57 years 04 months,4285.714285714285,False,,S2764010Y
2013-10,YISHUN,4 ROOM,250,YISHUN AVE 9,07 TO 09,84,Simplified,1985,367000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33832,duplicate resale_identifier; lower price discarded,57.0,4.0,57 years 04 months,4369.047619047619,False,,S2504010Y
2013-10,YISHUN,4 ROOM,250,YISHUN AVE 9,10 TO 12,84,Simplified,1985,375000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33839,duplicate resale_identifier; lower price discarded,57.0,4.0,57 years 04 months,4464.285714285715,False,,S2504010Y
2013-10,YISHUN,4 ROOM,868,YISHUN ST 81,04 TO 06,84,Simplified,1987,378000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33840,duplicate resale_identifier; lower price discarded,59.0,4.0,59 years 04 months,4500.0,False,,S8684010Y
2013-10,YISHUN,4 ROOM,725,YISHUN ST 71,07 TO 09,84,Simplified,1987,383000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33842,duplicate resale_identifier; lower price discarded,59.0,4.0,59 years 04 months,4559.523809523809,False,,S7254010Y
2013-10,YISHUN,5 ROOM,170,YISHUN AVE 7,01 TO 03,133,Improved,1986,463000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33872,duplicate resale_identifier; lower price discarded,58.0,4.0,58 years 04 months,3481.2030075187968,False,,S1705010Y
2013-10,YISHUN,5 ROOM,775,YISHUN RING RD,04 TO 06,129,Improved,1986,503000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33881,duplicate resale_identifier; lower price discarded,58.0,4.0,58 years 04 months,3899.2248062015506,False,,S7755010Y
2013-11,ANG MO KIO,3 ROOM,155,ANG MO KIO AVE 4,01 TO 03,68,New Generation,1981,310000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33892,duplicate resale_identifier; lower price discarded,53.0,4.0,53 years 04 months,4558.823529411765,False,,S1553611A
2013-11,ANG MO KIO,3 ROOM,180,ANG MO KIO AVE 5,04 TO 06,68,New Generation,1981,328000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33893,duplicate resale_identifier; lower price discarded,53.0,4.0,53 years 04 months,4823.529411764706,False,,S1803611A
2013-11,ANG MO KIO,3 ROOM,561,ANG MO KIO AVE 10,01 TO 03,68,New Generation,1980,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33898,duplicate resale_identifier; lower price discarded,52.0,4.0,52 years 04 months,5000.0,False,,S5613611A
2013-11,ANG MO KIO,3 ROOM,155,ANG MO KIO AVE 4,07 TO 09,68,New Generation,1981,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33899,duplicate resale_identifier; lower price discarded,53.0,4.0,53 years 04 months,5000.0,False,,S1553611A
2013-11,ANG MO KIO,3 ROOM,576,ANG MO KIO AVE 10,04 TO 06,67,New Generation,1980,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33902,duplicate resale_identifier; lower price discarded,52.0,4.0,52 years 04 months,5223.880597014925,False,,S5763611A
2013-11,ANG MO KIO,3 ROOM,509,ANG MO KIO AVE 8,07 TO 09,67,New Generation,1980,361800,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33908,duplicate resale_identifier; lower price discarded,52.0,4.0,52 years 04 months,5400.0,False,,S5093611A
2013-11,ANG MO KIO,3 ROOM,332,ANG MO KIO AVE 1,10 TO 12,68,New Generation,1981,362000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33909,duplicate resale_identifier; lower price discarded,53.0,4.0,53 years 04 months,5323.529411764706,False,,S3323611A
2013-11,BEDOK,3 ROOM,504,BEDOK NTH ST 3,07 TO 09,59,Improved,1978,315000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33949,duplicate resale_identifier; lower price discarded,50.0,4.0,50 years 04 months,5338.983050847458,False,,S5043411B
2013-11,BEDOK,3 ROOM,50,CHAI CHEE ST,01 TO 03,68,New Generation,1981,322000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33951,duplicate resale_identifier; lower price discarded,53.0,4.0,53 years 04 months,4735.294117647059,False,,S0503411B
2013-11,BEDOK,3 ROOM,550,BEDOK NTH AVE 1,07 TO 09,68,New Generation,1980,332500,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33956,duplicate resale_identifier; lower price discarded,52.0,4.0,52 years 04 months,4889.705882352941,False,,S5503411B
2013-11,BEDOK,3 ROOM,554,BEDOK NTH ST 3,04 TO 06,68,New Generation,1980,335000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33958,duplicate resale_identifier; lower price discarded,52.0,4.0,52 years 04 months,4926.470588235294,False,,S5543411B
2013-11,BEDOK,3 ROOM,39,BEDOK STH RD,04 TO 06,67,New Generation,1978,345000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33965,duplicate resale_identifier; lower price discarded,50.0,4.0,50 years 04 months,5149.253731343284,False,,S0393411B
2013-11,BEDOK,3 ROOM,419,BEDOK NTH ST 1,04 TO 06,68,New Generation,1979,357000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33976,duplicate resale_identifier; lower price discarded,51.0,4.0,51 years 04 months,5250.0,False,,S4193411B
2013-11,BEDOK,5 ROOM,406,BEDOK NTH AVE 3,04 TO 06,118,Improved,1980,600000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34014,duplicate resale_identifier; lower price discarded,52.0,4.0,52 years 04 months,5084.745762711865,False,,S4066211B
2013-11,BUKIT BATOK,3 ROOM,533,BT BATOK ST 51,07 TO 09,60,Improved,1988,306000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34054,duplicate resale_identifier; lower price discarded,60.0,4.0,60 years 04 months,5100.0,False,,S5333211B
2013-11,BUKIT BATOK,3 ROOM,109,BT BATOK WEST AVE 6,07 TO 09,59,Improved,1985,308000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34055,duplicate resale_identifier; lower price discarded,57.0,4.0,57 years 04 months,5220.338983050848,False,,S1093211B
2013-11,BUKIT BATOK,3 ROOM,341,BT BATOK ST 34,04 TO 06,73,Model A,1986,337000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34072,duplicate resale_identifier; lower price discarded,58.0,4.0,58 years 04 months,4616.438356164384,False,,S3413211B
2013-11,BUKIT BATOK,4 ROOM,171,BT BATOK WEST AVE 8,07 TO 09,103,Model A,1985,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34084,duplicate resale_identifier; lower price discarded,57.0,4.0,57 years 04 months,4174.757281553398,False,,S1714411B
2013-11,BUKIT BATOK,4 ROOM,290A,BT BATOK ST 24,13 TO 15,103,Model A,1998,503000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34095,duplicate resale_identifier; lower price discarded,70.0,4.0,70 years 04 months,4883.495145631068,False,,S2904411B
2013-11,BUKIT MERAH,3 ROOM,133,JLN BT MERAH,01 TO 03,59,Improved,1983,311000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34108,duplicate resale_identifier; lower price discarded,55.0,4.0,55 years 04 months,5271.186440677966,False,,S1334111B
2013-11,BUKIT MERAH,3 ROOM,12,TELOK BLANGAH CRES,10 TO 12,59,Improved,1975,325000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34111,duplicate resale_identifier; lower price discarded,47.0,4.0,47 years 04 months,5508.474576271186,False,,S0124111B
2013-11,BUKIT MERAH,3 ROOM,129,BT MERAH VIEW,07 TO 09,76,Improved,1973,460000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34125,duplicate resale_identifier; lower price discarded,45.0,4.0,45 years 04 months,6052.631578947368,False,,S1294111B
2013-11,BUKIT MERAH,4 ROOM,102,HENDERSON CRES,13 TO 15,80,Standard,1970,485000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34131,duplicate resale_identifier; lower price discarded,42.0,4.0,42 years 04 months,6062.5,False,,S1026411B
2013-11,BUKIT MERAH,4 ROOM,103A,DEPOT RD,07 TO 09,90,Model A,2002,613000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34141,duplicate resale_identifier; lower price discarded,74.0,4.0,74 years 04 months,6811.111111111111,False,,S1036411B
2013-11,BUKIT MERAH,4 ROOM,27A,JLN MEMBINA,01 TO 03,90,Model A,2008,640000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34142,duplicate resale_identifier; lower price discarded,80.0,4.0,80 years 04 months,7111.111111111111,False,,S0276411B
2013-11,BUKIT MERAH,4 ROOM,25A,JLN MEMBINA,10 TO 12,90,Model A,2008,660000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34145,duplicate resale_identifier; lower price discarded,80.0,4.0,80 years 04 months,7333.333333333333,False,,S0256411B
2013-11,BUKIT MERAH,4 ROOM,119D,KIM TIAN RD,07 TO 09,87,Model A,2002,670000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34148,duplicate resale_identifier; lower price discarded,74.0,4.0,74 years 04 months,7701.149425287356,False,,S1196411B
2013-11,BUKIT MERAH,4 ROOM,8B,BOON TIONG RD,07 TO 09,100,Model A,2005,767000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34157,duplicate resale_identifier; lower price discarded,77.0,4.0,77 years 04 months,7670.0,False,,S0086411B
2013-11,BUKIT PANJANG,4 ROOM,206,PETIR RD,10 TO 12,103,Model A,1989,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34182,duplicate resale_identifier; lower price discarded,61.0,4.0,61 years 04 months,4174.757281553398,False,,S2064211B
2013-11,CENTRAL AREA,3 ROOM,5,TG PAGAR PLAZA,04 TO 06,59,Improved,1977,453000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34216,duplicate resale_identifier; lower price discarded,49.0,4.0,49 years 04 months,7677.966101694915,False,,S0054511C
2013-11,CENTRAL AREA,3 ROOM,4,SAGO LANE,13 TO 15,67,Improved,1974,478888,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34217,duplicate resale_identifier; lower price discarded,46.0,4.0,46 years 04 months,7147.582089552238,False,,S0044511C
2013-11,CHOA CHU KANG,3 ROOM,2,TECK WHYE AVE,07 TO 09,76,Model A,1984,355000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34225,duplicate resale_identifier; lower price discarded,56.0,4.0,56 years 04 months,4671.0526315789475,False,,S0023411C
2013-11,CHOA CHU KANG,4 ROOM,401,CHOA CHU KANG AVE 3,13 TO 15,104,Model A,1993,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34228,duplicate resale_identifier; lower price discarded,65.0,4.0,65 years 04 months,3846.153846153846,False,,S4014211C
2013-11,CHOA CHU KANG,4 ROOM,473,CHOA CHU KANG AVE 3,04 TO 06,101,Model A,1999,410000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34232,duplicate resale_identifier; lower price discarded,71.0,4.0,71 years 04 months,4059.4059405940593,False,,S4734211C
2013-11,CHOA CHU KANG,4 ROOM,676,CHOA CHU KANG CRES,07 TO 09,104,Premium Apartment,1999,415000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34234,duplicate resale_identifier; lower price discarded,71.0,4.0,71 years 04 months,3990.3846153846152,False,,S6764211C
2013-11,CHOA CHU KANG,5 ROOM,686B,CHOA CHU KANG CRES,10 TO 12,110,Improved,2002,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34239,duplicate resale_identifier; lower price discarded,74.0,4.0,74 years 04 months,3909.090909090909,False,,S6865011C
